"ID","Naam","Type","Plaats","Adres","Website","PlaceID","Lat","Lng","Rating","Reviews"
"428","kaasautomaat ""De Kaashoek"" Melkveebedrijf T.Kuiper","automaat","Wijngaarden","Oosteinde 23, Wijngaarden","True","True","51,845595","4,786589","True","True"
"429","Kaasboerderij 't Groene Hart","winkel","Hoogmade","Groenwegh 17, Hoogmade","True","True","52,156165","4,587573","True","True"
"430","Kaasboerderij ""De Westplaat""","winkel","Sommelsdijk","Heuvelweg 15, Sommelsdijk","True","True","51,769236","4,168767","True","True"
"431","Kaasboerderij Captein","winkel","Zoeterwoude","Weipoortseweg 29b, Zoeterwoude","True","True","52,122172","4,526268","True","True"
"432","Kaasboerderij de Deelen C.V.","winkel","Tijnje","Warrewei 43, Tijnje","True","True","53,04255","5,942884","True","True"
"433","Kaasboerderij de Graaf ðŸ§€","winkel","Bodegraven","Buitenkerk 56, Bodegraven","True","True","52,092673","4,739513","True","True"
"434","Kaasboerderij De Stelp","winkel","Oldeberkoop","Wolvegasterweg 49, Oldeberkoop","True","True","52,932854","6,11879","True","True"
"435","Kaasboerderij De Vos","winkel","Biervliet","Helenaweg 4, Biervliet","True","True","51,345169","3,670755","True","True"
"436","Kaasboerderij Schellach","winkel","Middelburg","Prooijenseweg 26, Middelburg","True","True","51,522282","3,626741","True","True"
"437","Kaasboerderij Spruithoeve kaasautomaat","automaat","Oudewater","Willeskop 123, Oudewater","True","True","52,021662","4,886959","True","True"
"438","Kaasboerderij VOF J.P. den Besten","winkel","Langerak","Melkweg 1C, Langerak","True","True","51,9201","4,892596","True","True"
"439","Kaasboerderij Weenink","winkel","Lievelde","Eimersweg 3, Lievelde","True","True","52,019921","6,590202","True","True"
"440","Kaasmakerij Dijkgoud / Melkveehouderij Holtland","winkel","Blankenham","Blokzijlerdijk 26, Blankenham","True","True","52,744888","5,932775","True","True"
"441","Landwinkel 't Zand","winkel","Den Bommel","Lageweg 6, Den Bommel","True","True","51,697236","4,272409","True","True"
"442","Landwinkel Arkelandshoeve","winkel","Ermelo","Telgterweg 200, Ermelo","True","True","52,299631","5,590745","True","True"
"443","Landwinkel Berkelaarshof","winkel","Echt","Maasbrachterweg 76, Echt","True","True","51,123614","5,872339","True","True"
"444","Landwinkel Boer Spierings","winkel","Oss","Oijenseweg 284, Oss","True","True","51,787349","5,518922","True","True"
"445","Landwinkel De Hooierij","winkel","De Bilt","Universiteitsweg 1, De Bilt","True","True","52,100684","5,185207","True","True"
"446","Landwinkel De Kopermolen","winkel","Stoutenburg","Hessenweg 2, Stoutenburg","True","True","52,157959","5,426195","True","True"
"447","Landwinkel De Munnikenhof","winkel","Rheden","Brinkweg 30 a, Rheden","True","True","52,003828","6,014888","True","True"
"448","Landwinkel de Overscharen ðŸ¥¦ðŸŽðŸ§€","winkel","Rossum","Overscharenweg 3, Rossum","True","True","51,790723","5,310289","True","True"
"449","Landwinkel De Plantage","winkel","Kruiningen","Kaasgat 4A, Kruiningen","True","True","51,468957","4,044537","True","True"
"450","Landwinkel De Verse Kers","winkel","Wehl","Bleeksestraat 2, Wehl","True","True","51,959172","6,223106","True","True"
"451","Landwinkel De Vrolijke Geit","winkel","Putten","Klunenweg 4, Putten","True","True","52,231956","5,602716","True","True"
"452","Landwinkel de Woerdt","winkel","Ressen","Woerdsestraat 4, Ressen","True","True","51,888461","5,872089","True","True"
"453","Landwinkel doesburgererf","winkel","Ede","Lunterseweg, Ede","True","True","52,067089","5,639343","True","True"
"454","Landwinkel en Kinderboerderij","winkel","Haren","Klaverlaan 37, Haren","True","True","53,179813","6,625744","True","True"
"455","Landwinkel Exloo / Streekmarkt Exloo","winkel","Exloo","Hoofdstraat 49, Exloo","True","True","52,882848","6,866715","True","True"
"456","Landwinkel Kaasboerderij Speksnijder","winkel","Lekkerkerk","Tiendweg West 28b, Lekkerkerk","True","True","51,901462","4,662804","True","True"
"457","Landwinkel Luemes","winkel","Ulft","Het Goor 59, Ulft","True","True","51,897741","6,35824","True","True"
"458","Landwinkel Ol Diek","winkel","Nieuwolda","Hoofdweg West 26, Nieuwolda","True","True","53,235633","6,965556","True","True"
"459","Landwinkel Oude Stoof","winkel","Hengstdijk","Zuiddijk 6, Hengstdijk","True","True","51,347367","3,977583","True","True"
"460","Landwinkel Pennings","winkel","Warmond","Hellegatspolder 1, Warmond","True","True","52,221323","4,55301","True","True"
"461","Landwinkel Risseeuw-van 't Westeinde","winkel","Schoondijke","Lange Heerenstraat 83, Schoondijke","True","True","51,34604","3,535889","True","True"
"462","Landwinkel Smits","winkel","De Heurne","Lage Heurnseweg 35, De Heurne","True","True","51,885766","6,485639","True","True"
"463","Landwinkel Vanelly","winkel","Barneveld","Achterveldseweg 26, Barneveld","True","True","52,134261","5,541598","True","True"
"464","Landwinkel Weststrate","winkel","Middelburg","Sandberglaan 10, Middelburg","True","True","51,510182","3,601192","True","True"
"465","Landwinkel/Camping de waterbuffelfarm Oldemarkt","winkel","Oldemarkt","tomtom adres Hareweg 6a De toegang is achterom via Ossenzijlerweg GPS: 52Â° 48' 59"" N 5Â° 58' 36"" E 52.8165, 5.9767, Oldemarkt","True","True","52,81648","5,976703","True","True"
"466","Loei Lekker; melktap, softijs en streekproducten","automaat","Asten","Pijlstaartweg 5, Asten","True","True","51,398507","5,822583","True","True"
"467","Maatschap Jeuken Oostrum / Boerderijwinkel Jeuken","winkel","Oostrum","Stationsweg 82, Oostrum","True","True","51,528277","6,000855","True","True"
"468","Maatschap van Liere - Dijkwels Fruit","winkel","Kapelle","Dijkwelseweg 25, Kapelle","True","True","51,481855","3,937613","True","True"
"469","Melktap","automaat","Lievelde","Tankweg 6, Lievelde","False","True","52,016754","6,589173","True","True"
"470","Melktap","automaat","Zelhem","Kruisbergseweg, Zelhem","False","True","52,003728","6,308924","True","True"
"471","Melktap 't Melkboertje","automaat","Putten","Broekermolenweg 7, Putten","False","True","52,246313","5,551863","True","True"
"472","Melktap & softijs","automaat","Oud Zuilen","Groeneweg 2, Oud Zuilen","False","True","52,127657","5,075148","True","True"
"473","Melktap 013","automaat","Tilburg","Nieuwelijn 1, Tilburg","False","True","51,557602","4,987536","True","True"
"474","Melktap Biologische melkveehouderij Doortjeshoeve","automaat","Lage Mierde","Neterselsedijk 33, Lage Mierde","True","True","51,405895","5,183551","True","True"
"475","Melktap Burgh-Haamstede","automaat","Burgh-Haamstede","Meeldijk 14, Burgh-Haamstede","False","True","51,67894","3,748259","True","True"
"476","Melktap De Bloemplaat Hoeve","automaat","Almkerk","Duijlweg 6a, Almkerk","False","True","51,758847","4,971531","True","True"
"477","melktap de oude melkstal","automaat","Valkenswaard","De Schafterekker 8, Valkenswaard","False","True","51,293824","5,453079","True","True"
"478","Melktap de Rietstulp","automaat","Mastenbroek","Nieuwe Wetering 18, Mastenbroek","True","True","52,583277","6,051679","True","True"
"479","Melktap Elburg","automaat","Elburg","Nieuwstadspad 6, Elburg","False","True","52,441286","5,824632","True","True"
"480","Melktap Eldriksche weide","automaat","Laag-Keppel","Eldrikseweg 10, Laag-Keppel","True","True","51,986447","6,199599","True","True"
"481","Melktap Emst","automaat","Emst","Schobbertsweg 3, Emst","True","True","52,313346","5,988589","True","True"
"482","Melktap en Boerderijautomaat Harmelen","automaat","Harmelen","Harmelerwaard 3, Harmelen","False","True","52,089313","4,972994","True","True"
"483","Melktap Ens","automaat","Ens","Drietorensweg 16, Ens","False","True","52,653967","5,818539","True","True"
"484","Melktap Erve SchÃ¼ppert","automaat","Markelo","Kemperweg 17, Markelo","True","True","52,262546","6,525984","True","True"
"485","Melktap familie Koning","automaat","Darp","Oosterbrinkweg 2, Darp","True","True","52,778909","6,217082","True","True"
"486","Melktap Haule","automaat","Haule","Dorpsstraat 81, Haule","False","True","53,037592","6,31036","True","True"
"487","Melktap het Laarzenpad","automaat","Assendelft","Dorpsstraat 667, Assendelft","False","True","52,478737","4,749953","True","True"
"488","Melktap Het Rode Huis","automaat","Zwolle","Roodhuizerpad 1, Zwolle","True","True","52,516506","6,131538","True","True"
"489","Melktap Hof Espelo Enschede/Melkveebedrijf Voogd","automaat","Enschede","Weerseloseweg 235, Enschede","True","True","52,254878","6,866496","True","True"
"490","Melktap Hogenhout","automaat","Ouderkerk aan de Amstel","Korte Dwarsweg 8, Ouderkerk aan de Amstel","True","True","52,303465","4,926137","True","True"
"491","Melktap Hoogland-West, Meer dan alleen melk!","automaat","Hoogland","Monseigneur van de Weteringstraat 22, Hoogland","True","True","52,193485","5,360761","True","True"
"492","Melktap Jellum","automaat","Jellum","Hegedyk 58, Jellum","True","True","53,168702","5,740235","True","True"
"493","Melktap Koops","automaat","Benneveld","Broeklanden 15, Benneveld","True","True","52,760945","6,760895","True","True"
"494","Melktap Maarheeze","automaat","Maarheeze","Ulkedonken 4, Maarheeze","False","True","51,32588","5,588586","True","True"
"495","Melktap Maria's Hoeve","automaat","Leidschendam","Bovenmeerweg 11, Leidschendam","False","True","52,091017","4,475962","True","True"
"496","Melktap Marum","automaat","Marum","Kruisweg 96, Marum","False","True","53,149817","6,28584","True","True"
"497","Melktap Melkzusjes Eemnes","automaat","Eemnes","Wakkerendijk 29, Eemnes","False","True","52,249017","5,267149","True","True"
"498","Melktap met picknicktafel","automaat","Schaijk","Brobbelbiesweg 2, Schaijk","False","True","51,705898","5,609441","True","True"
"499","Melktap Midden Dronkelaar","automaat","Terschuur","Dronkelaarseweg 12, Terschuur","False","True","52,156292","5,548033","True","True"
"500","Melktap Nunspeet / Melkveebedrijf van de Streek","automaat","Nunspeet","Vreeweg 120, Nunspeet","True","True","52,386093","5,741628","True","True"
"501","Melktap Oogst van eigen erf","automaat","Stoutenburg","Stoutenburgerlaan 3, Stoutenburg","True","True","52,154411","5,448295","True","True"
"502","Melktap Paterswolde","automaat","Paterswolde","Hooiweg 202, Paterswolde","True","True","53,151025","6,555688","True","True"
"503","Melktap Roden","automaat","Roden","Oosteinde 17, Roden","False","True","53,145141","6,453991","True","True"
"504","Melktap Tolhoek","automaat","Rockanje","Quacksedijk 6, Rockanje","False","True","51,856533","4,110579","True","True"
"505","Melktap Veessen","automaat","Veessen","De Stege 14, Veessen","True","True","52,388474","6,099022","True","True"
"506","Melktap Veldhuis","automaat","Beemte Broekland","Kraaienjagersweg 29, Beemte Broekland","True","True","52,251971","6,015628","True","True"
"507","Melktap Verbij","automaat","Landsmeer","Kanaalweg 21, Landsmeer","True","True","52,468726","4,946278","True","True"
"508","Melktap Wijngaarden","automaat","Wijngaarden","Oosteinde 33A, Wijngaarden","True","True","51,846883","4,780084","True","True"
"509","melktaplithoijen","automaat","Lithoijen","Lutterstraat 15, Lithoijen","False","True","51,781922","5,476644","True","True"
"510","Melktapperij Prinsenhof","automaat","Kapelle","Kapelle","True","True","51,460252","3,925661","True","True"
"511","Melkveebedrijf/Melktap Pijls-Ortmans","automaat","Puth","Steenstraat 22, Puth","False","True","50,953711","5,883339","True","True"
"512","Melkveehouderij & Boerderijwinkel Hoogerwerf","winkel","Lepelstraat","Kladseweg 1, Lepelstraat","True","True","51,549292","4,272638","True","True"
"513","Ooijs Moois, de pluktuin in de Ooijpolder","zelfpluk","Ooij","Leuthsestraat 3, Ooij","True","True","51,849933","5,933997","True","True"
"514","Oosterom Kersen - Boerderijwinkel De Ooievaar","winkel","Harmelen","Breudijk 56 B, Harmelen","True","True","52,108056","4,975","True","True"
"515","Pluktuin de Bosrand","zelfpluk","Wageningen","Dorskampweg, t/o 15, Wageningen","True","True","51,973313","5,690983","True","True"
"516","Pluktuin Gewoon Buiten","zelfpluk","Rijsbergen","Overasebaan 10, Rijsbergen","True","True","51,51609","4,722382","True","True"
"517","Pluktuin Hellevoetsluis: Leijnes Plukland","zelfpluk","Hellevoetsluis","Langeweg 7, Hellevoetsluis","True","True","51,863856","4,145243","True","True"
"518","Pluktuin Hof Hazenberg","zelfpluk","Aagtekerke","Prelaatweg 81, Aagtekerke","False","True","51,535833","3,484167","True","True"
"519","Pluktuin IJzendoorn","zelfpluk","IJzendoorn","Molenstraat 46b, IJzendoorn","True","True","51,91231","5,515008","True","True"
"520","Pluktuin Stoutenburg","zelfpluk","Stoutenburg","Stoutenburgerlaan 6, Stoutenburg","True","True","52,154067","5,452447","True","True"
"521","Pluktuinderij Aardbei en zo","zelfpluk","Nederhorst Den Berg","Middenweg 13, Nederhorst Den Berg","True","True","52,249407","5,062033","True","True"
"522","Polderkip Boerderijautomaat","automaat","Lelystad","Vogelweg 20, Lelystad","True","True","52,427569","5,519761","True","True"
"523","Rauwe Melktap de Groene Grens","automaat","Ede","Zuiderkade 24A, Ede","True","True","52,022486","5,595762","True","True"
"524","Rauwe melktap Van Bree","automaat","Vortum-Mullem","De Steeg 8, Vortum-Mullem","False","True","51,621116","5,984748","False","False"
"525","Rosita's Boerderijwinkel","winkel","Tolbert","Noorderweg 10, Tolbert","False","True","53,189079","6,368368","True","True"
"526","Rustpunt/Boerderijwinkel De Eierkast","winkel","Beemte Broekland","Kraaienjagersweg 18, Beemte Broekland","True","True","52,248035","6,015573","True","True"
"527","Schapenkaasboerderij Tusken Bosk en Mar","winkel","Oudega Gaast Sleat","Ige Galamawei 23, Oudega Gaast Sleat","True","True","52,900558","5,516011","True","True"
"528","Simmerfruit","winkel","Noardburgum","Zomerweg 94, Noardburgum","True","True","53,214793","6,012212","True","True"
"529","The Barn Boerderij Automaat","automaat","Biddinghuizen","Nonnetjesweg 2, Biddinghuizen","True","True","52,418113","5,617927","True","True"
"530","TUIN pluktuin & pauzeplaats","zelfpluk","Lunteren","Rulerweg 12, Lunteren","True","True","52,12851","5,62879","True","True"
"531","Twentse Boerderijwinkel Zunakaas","winkel","Zuna","Smalendijk 4, Zuna","True","True","52,33526","6,485141","True","True"
"532","V.O.F. Boerderijwinkel Indemans","winkel","Susteren","Maaseikerweg 13, Susteren","False","True","51,07774","5,833186","True","True"
"533","V.O.F. Gebr. Van Leeuwen kaasboerderij met kaasautomaat","automaat","Koudekerk aan den Rijn","Lagewaard 47, Koudekerk aan den Rijn","False","True","52,139585","4,60673","True","True"
"534","Van Rijn Boerderijwinkel","winkel","Woubrugge","Kruisweg 10, Woubrugge","True","True","52,167766","4,641816","True","True"
"535","Veelon Melkvee & Melktap","automaat","Rijen","Bredestraat 67, Rijen","False","True","51,605631","4,94303","True","True"
"536","Verhage Fruit","winkel","Luttelgeest","Oosterringweg 33, Luttelgeest","True","True","52,755621","5,836301","True","True"
"537","Vers fruitautomaat Frijns & Zelftap Softijs","automaat","Wittem","Rijksweg 38, Wittem","False","True","50,809481","5,936079","True","True"
"538","Versautomaat","automaat","Maria Hoop","Middenheideveldweg 3a, Maria Hoop","False","True","51,093473","6,01283","True","True"
"539","Versautomaat","automaat","Maasbree","Leeuwerik 9, Maasbree","True","True","51,34817","6,047212","True","True"
"540","Versautomaat VERZ Maasbree","automaat","Maasbree","Lange Heide 14, Maasbree","True","True","51,372607","6,058364","True","True"
"541","Verse Eieren Automaat","automaat","Voorthuizen","Apeldoornsestraat 65, Voorthuizen","True","True","52,188973","5,615017","True","True"
"542","Vierdaagse Camping en Boerderij Automaat De Plak","automaat","Ooij","Leuthsestraat 2, Ooij","True","True","51,853953","5,918978","True","True"
"543","Vink Fruitboerderij","winkel","Kraggenburg","Zuiderringweg 13-II, Kraggenburg","True","True","52,660625","5,887802","True","True"
"544","Vlees en eierautomaat De Boskeelen","automaat","Ossendrecht","Laagstraat 4, Ossendrecht","False","True","51,382984","4,3365","True","True"
"545","Vleit eierautomaat Barneveld","automaat","Barneveld","Kapteijnstraat, Barneveld","True","True","52,141953","5,586994","True","True"
"546","Vleit Verse Eieren Automaat","automaat","Voorthuizen","Lankerenseweg 28a, Voorthuizen","False","True","52,184427","5,572913","True","True"
"547","Voskuilerhoef eierautomaat","automaat","Woudenberg","Voskuilerdijk 2, Woudenberg","False","True","52,106771","5,443799","True","True"
"548","Wijngaard & Boerderijwinkel Maronesse","winkel","Marknesse","Steenwijkerweg 23, Marknesse","True","True","52,721459","5,924921","True","True"
"549","Winsect Boerderijwinkel | Tuinmest & Meelwormen","winkel","Aalten","Barloseweg 24A, Aalten","True","True","51,955889","6,573538","True","True"
"550","WR Eierautomaat Rutten","automaat","Rutten","Lemsterweg, Rutten","False","True","52,810453","5,731939","False","False"
"551","Zelfplukboomgaard 't Straatje / WTE Fruitadvies","zelfpluk","Zaltbommel","Kerkstraat 39 (woonadres) / het Straatje (boomgaard, Zaltbommel","True","True","51,812941","5,251352","True","True"
"552","Zorgboerderij De Hoop / Boerderijautomaat","automaat","Ter Aar","Ringdijk 2, Ter Aar","True","True","52,176802","4,704325","True","True"
"553","zorgpluktuin het voortje","zelfpluk","Mierlo","Voortje 55, Mierlo","True","True","51,423806","5,638176","True","True"
"554","Zuivelboerderij Bij de Boerin","winkel","Stadskanaal","Zijdstukkerweg 8, Stadskanaal","True","True","53,016737","6,983835","True","True"
"555","Zuivelboerderij de Krasserij","winkel","Wanneperveen","Veneweg 129, Wanneperveen","False","True","52,700297","6,114809","True","True"
"556","Zuivelboerderij en melktap Kronenburgh","automaat","Driebergen-Rijsenburg","Gooyer Wetering 8, Driebergen-Rijsenburg","True","True","52,037409","5,285372","True","True"
"557","Zuivelboerderij Hof zum Walde 'Van nature smaakvol!'","winkel","Spijk","Spijkerweg 3, Spijk","True","True","51,854572","6,151785","True","True"
"558","Zuivelboerderij Holterhof | Boerderijwinkel en boerderijautomaat","automaat","Enschede","Holterhofweg 310, Enschede","True","True","52,195253","6,937518","True","True"
"559","Zuivelboerderij Mergelland","winkel","Reijmerstok","Reijmerstokkerdorpsstraat 60, Reijmerstok","True","True","50,802583","5,842662","True","True"
"560","Zuivelboerderij Plexat","winkel","Opmeer","Pade 22, Opmeer","True","True","52,702709","4,938769","True","True"
"561","Zuivelboerderij Vrouwenakker","winkel","De Kwakel","Drechtdijk 90, De Kwakel","True","True","52,229224","4,784342","True","True"
"562","Zuivelhoeve Zwanenburg (Melktap, Boerderijwinkel, Zuivelautomaat)","automaat","Roosendaal","Zwanenburgstraat 5, Roosendaal","True","True","51,493721","4,426107","True","True"
"563","'t Boerenwinkeltje","winkel","Veenendaal","Rauweveldseweg 1, Veenendaal","True","True","52,011288","5,585575","True","True"
"564","""brabantse hei"" boerderijwinkel en vleesboerderij","winkel","Hooge Mierde","De Luther, Hooge Mierde","True","True","51,372273","5,122113","True","True"
"565","Aardappelautomaat","automaat","Hazerswoude-Dorp","Westeinde 2A, Hazerswoude-Dorp","False","True","52,096542","4,575101","False","False"
"566","Aardappelautomaat de Legmeer","automaat","De Kwakel","Dwarsweg 2, De Kwakel","False","True","52,230244","4,752924","True","True"
"567","Aardbeienautomaat (Vermeulen Zachtfruit)","automaat","Oosteind","Hoogstraat 71, Oosteind","True","True","51,641952","4,892741","True","True"
"568","Ambachtelijke Kaasmakerij De Marel Esch","winkel","Drouwen","Borgerderstraat 10a, Drouwen","True","True","52,94974","6,789271","True","True"
"569","Aspergeboerderij Het Nijenhuis","winkel","Diffelen","Rheezerweg 127, Diffelen","True","True","52,5247","6,559181","True","True"
"570","Bekvelder Zuivelboerderij","winkel","Hengelo","Steenderenseweg 6, Hengelo","True","True","52,039394","6,294736","True","True"
"571","Biologische boerderijwinkel Arkema","winkel","Noordbroek","Korengarst 4, Noordbroek","True","True","53,21333","6,882549","True","True"
"572","Biologische boerderijwinkel Winschoten","winkel","Winschoten","Oogstweg 2, Winschoten","False","True","53,118274","6,997627","True","True"
"573","Biologische Kaasboerderij JUSTA","winkel","Stuifzand","Hoofdweg 3, Stuifzand","True","True","52,750837","6,505362","True","True"
"574","Biologische kaasboerderij Vrede - Oord","winkel","Kamerik","Van Teylingenweg 174, Kamerik","True","True","52,15004","4,901812","True","True"
"575","Boer Janmaat - pluktuin & workshop","zelfpluk","Bruinehaar","Driehoeksweg 21, Bruinehaar","True","True","52,485346","6,692547","True","True"
"576","Boerderij automaat Gertjan BV","automaat","Opheusden","Tolsestraat 29, Opheusden","False","True","51,932643","5,650979","True","True"
"577","Boerderij winkel bovers beej chantal","winkel","Ospel","Bochtstraat 8, Ospel","True","True","51,286762","5,784875","True","True"
"578","Boerderij winkel de blauwe koe","winkel","Oldehove","Barnwerderweg 6, Oldehove","True","True","53,299631","6,418838","True","True"
"579","Boerderij winkel Uppelâ€™s weidevlees","winkel","Almkerk","Bloemweg 7, Almkerk","False","True","51,792737","4,94257","True","True"
"580","Boerderijwinkel - Hoeve de Ruimer CV","winkel","Klarenbeek","Henkenburgweg 4, Klarenbeek","False","True","52,173954","6,064423","True","True"
"581","Boerderijwinkel 't Bergje","winkel","Tricht","Langstraat 14, Tricht","True","True","51,89585","5,259834","True","True"
"582","Boerderijwinkel ""Bij de molen"" Dalfsen","winkel","Dalfsen","Molenstraat 16, Dalfsen","True","True","52,503424","6,25749","True","True"
"583","Boerderijwinkel & diepvriesslager - Boer & Land","winkel","Coevorden","Bentheimerstraat 8, Coevorden","True","True","52,660653","6,740619","True","True"
"584","Boerderijwinkel Bosch","winkel","Dalen","Vossebelt 9, Dalen","True","True","52,683243","6,709841","True","True"
"585","Boerderijwinkel De Geesthoef","winkel","Achtmaal","Blokenstraat 2a, Achtmaal","True","True","51,461006","4,592959","False","False"
"586","Boerderijwinkel de Meerheuvel/VleesKopenOnline","winkel","Dreumel","Meerheuvelweg 1a, Dreumel","True","True","51,849272","5,444616","True","True"
"587","boerderijwinkel de verkeshof","winkel","Liessel","Berktsedijk 4, Liessel","True","True","51,432494","5,813003","True","True"
"588","Boerderijwinkel De Vijfsprong","winkel","Vorden","Reeoordweg 2A, Vorden","True","True","52,120591","6,332812","True","True"
"589","Boerderijwinkel Den Doorn","winkel","Kaatsheuvel","Duinlaan 3, Kaatsheuvel","True","True","51,657912","5,068954","True","True"
"590","Boerderijwinkel Fluitenberg","winkel","Fluitenberg","Domeinweg, Fluitenberg","False","True","52,736427","6,428917","True","True"
"591","Boerderijwinkel KempenLust","winkel","Knegsel","Eerselseweg 15a, Knegsel","True","True","51,395931","5,336292","True","True"
"592","Boerderijwinkel Natuurlijk lekker","winkel","Wapse","Ten Have 21, Wapse","True","True","52,849645","6,26133","True","True"
"593","Boerderijwinkel Onder de Hooiberg","winkel","Alphen aan den Rijn","Kortsteekterweg 32, Alphen aan den Rijn","True","True","52,115306","4,700992","True","True"
"594","Boerderijwinkel Stavenisse","winkel","Stavenisse","Dijkweg 1, Stavenisse","True","True","51,585164","3,985377","True","True"
"595","Boerderijwinkel t' Linderveld","winkel","Vroomshoop","Linderveld West 27, Vroomshoop","False","True","52,454286","6,55436","True","True"
"596","Boerderijwinkel TsjÃ»kemar","winkel","Delfstrahuizen","Marwei 122, Delfstrahuizen","False","True","52,893566","5,84933","False","False"
"597","Boerderijwinkel Verdaasdonk, Boxmeer","winkel","Boxmeer","Steenstraat 106, Boxmeer","True","True","51,64749","5,949087","True","True"
"598","Boerderijwinkel Veurderhof","winkel","Voerendaal","Ransdalerweg 1, Voerendaal","False","True","50,870747","5,906769","True","True"
"599","BoereGoed Kas en Shop | Groente en Fruit Westland","winkel","Naaldwijk","Opstalweg 21a, Naaldwijk","True","True","51,993204","4,193257","True","True"
"600","Brentano's Kaasboerderij","winkel","Alphen aan den Rijn","Ridderbuurt 57, Alphen aan den Rijn","True","True","52,15426","4,680932","True","True"
"601","Cadsand Fruit Zaamslag","winkel","Zaamslag","Terneuzensestraat 79a, Zaamslag","True","True","51,313021","3,880712","True","True"
"602","Cornelis Hoeve IJs en Kaasboerderij","winkel","Lekkerkerk","Opperduit 386, Lekkerkerk","True","True","51,899333","4,702972","True","True"
"603","Cowporation Farmshop Alblasserdam (Boerderijwinkel)","winkel","Alblasserdam","Kortland 42, Alblasserdam","True","True","51,868625","4,676979","True","True"
"604","De Fruitloods","winkel","Lisserbroek","Lisserweg 481a, Lisserbroek","True","True","52,254877","4,592018","True","True"
"605","De Kaasmakerij","winkel","Almere","Marktstraat 9, Almere","True","True","52,335667","5,218906","True","True"
"606","De Kudde van Anloo / Landwinkel ""De Grazerij""","winkel","Annen","Annerstreek 17, Annen","True","True","53,065046","6,716196","True","True"
"607","De MÃ¨kkerstee - geitenboerderij en kaasmakerij","winkel","Ouddorp","Hofdijksweg 34, Ouddorp","True","True","51,813768","3,942492","True","True"
"608","De Pluktuin - bewoners activiteiten","zelfpluk","Rotterdam","RFC-Weg 190, Rotterdam","True","True","51,921932","4,447188","True","True"
"609","De Wieringer IJs- en Zuivelboerderij","winkel","Hippolytushoef","Hippolytushoeverkruisweg 7, Hippolytushoef","True","True","52,897951","4,969195","True","True"
"610","DeJong Cheese - kaasmakerij & kantoor","winkel","Alphen","Het Sas 14, Alphen","True","True","51,469386","4,984836","True","True"
"611","Erve Mensen - Boerderijwinkel","winkel","Mussel","Musselweg 1, Mussel","False","True","52,941503","7,033803","False","False"
"612","Franschman Kaasboerderij De","winkel","Bergen","Herenweg 5, Bergen","True","True","52,66365","4,669359","True","True"
"613","Fruitkwekerij Berkenbroek","winkel","Wittelte","Wittelterweg 20, Wittelte","True","True","52,825494","6,30904","True","True"
"614","Fruitteeltbedrijf Oudebosch","winkel","Groningen","Overwinningsplein 75, Groningen","True","True","53,198486","6,559195","True","True"
"615","Fruittuin van Holland","winkel","Herveld","Bredestraat-Noord 24, Herveld","True","True","51,924955","5,73586","True","True"
"616","Fruitvoedselbos Klappenberg","winkel","Etten-Leur","Fruitvoedselbos en Pluktuin, verkoop van fruitbomen en bessen, Bezoek na telefonische afspraak, Klappenberg 5, Etten-Leur","True","True","51,541638","4,667773","True","True"
"617","GEITENKAASBOERDERIJ | ZORGBOERDERIJ POLLEHOF","winkel","Kwadendamme","Quistkostsedijk 8, Kwadendamme","True","True","51,424429","3,863501","True","True"
"618","Groenten- & Fruitwinkel de Braacken","winkel","Goirle","Turnhoutsebaan 15, Goirle","True","True","51,488795","5,053395","True","True"
"619","Henk's Pluktuin","zelfpluk","Oosterbeek","Kerkpad 2, Oosterbeek","True","True","51,977871","5,836896","True","True"
"620","Jurrius Fruit","winkel","Helmond","Goorsebaan 16, Helmond","True","True","51,464464","5,65938","True","True"
"621","Kaas en zuivelboerderij van Winden","winkel","Schipluiden","Gaagweg 36, Schipluiden","True","True","51,964209","4,301601","True","True"
"622","Kaas- en Zuivelboerderij 't Hoepel","winkel","Mander","Uelserweg 113, Mander","True","True","52,431836","6,806819","True","True"
"623","Kaas- en Zuivelboerderij van der Arend","winkel","Vinkeveen","Demmeriksekade 17, Vinkeveen","True","True","52,20671","4,962625","True","True"
"624","Kaas&zuivelboerderij T'vicarien erf","winkel","Leusden","Leusbroekerweg 17, Leusden","False","True","52,10659","5,42531","True","True"
"625","Kaasboerderij 'De Catharina Hoeve'","winkel","Zaandam","Kraaienest 1, Zaandam","False","True","52,473512","4,818625","True","True"
"626","Kaasboerderij 'n Ibink","winkel","Ruurlo","Arfmanssteeg 1, Ruurlo","True","True","52,066482","6,456353","True","True"
"627","Kaasboerderij 't Bosch","winkel","Made","Wagenbergsestraat 2, Made","True","True","51,6668","4,77932","True","True"
"628","Kaasboerderij ""de Lagebroek""","winkel","Zegveld","Rondweg 15, Zegveld","True","True","52,126897","4,838443","True","True"
"629","Kaasboerderij ""Ter Nisse""","winkel","Nisse","Zuidweg 8, Nisse","True","True","51,452995","3,85728","True","True"
"630","Kaasboerderij Ameland","winkel","Hollum","Olfert Pieter Lapstraat 1a, Hollum","True","True","53,441179","5,63723","True","True"
"631","Kaasboerderij Bennesse","winkel","Zeewolde","Ossenkampweg 2, Zeewolde","True","True","52,369748","5,55052","True","True"
"632","Kaasboerderij Berkhout","winkel","Hoogwoud","Gouwe 1B, Hoogwoud","True","True","52,716694","4,96638","True","True"
